file,hrefs
R_1675157617_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/scout-dress-bloom.html', 'scout-dress-bloom7f69.html?variant=40116983791663', 'scout-dress-bloom9e8b.html?variant=40116983824431', 'scout-dress-bloom4725.html?variant=40116983857199']"
R_1675177269_HB_6,"['#', 'collections/womens.html', 'collections/womens-sale.html', 'womens-sale/products/vera-sweater.html', 'vera-sweater35d5.html?variant=32784502030383', 'vera-sweater0113.html?variant=32784502226991']"
R_1675171209_HB_5,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/lykke-mens-crew.html', 'lykke-mens-crew7b29.html?variant=32493736362031']"
R_1675174955_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/seltzer-short-crew.html', 'seltzer-short-crew071f.html?variant=40429162496047']"
R_1675171577_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/rainbow-brite-crew.html', 'rainbow-brite-crewc635.html?variant=39389554835503']"
R_1675154264_HB_6,"['#', 'collections/womens.html', 'collections/womens-socks.html', 'womens-socks/products/bemberg-rib-short-crew.html', 'bemberg-rib-short-crewd0af.html?variant=31576705368111', 'bemberg-rib-short-crewf515.html?variant=31576705302575']"
R_1675156029_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/ichigo-tote-bag.html', 'ichigo-tote-bag41d8.html?variant=40040848359471']"
R_1675166225_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sloane-dress-poppy.html', 'sloane-dress-poppy0749.html?variant=40116984676399', 'sloane-dress-poppyb375.html?variant=40116984643631']"
R_1675155781_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/kinu-silk-short-crew.html', 'kinu-silk-short-creweaa3.html?variant=32522482155567', 'kinu-silk-short-crew5436.html?variant=31576703696943']"
R_1675168238_HB_6,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/honeycomb-wool-mens-crew.html', 'honeycomb-wool-mens-crewf797.html?variant=40159316803631', 'honeycomb-wool-mens-crewb1f8.html?variant=40159317393455']"
R_1675171509_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/leona-dress-navy.html', 'leona-dress-navy4497.html?variant=40116963311663', 'leona-dress-navy2849.html?variant=40116963606575']"
R_1675173026_HB_6,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/mini-tropicana-legging.html', 'mini-tropicana-legging55df.html?variant=41950821189', 'mini-tropicana-legginge3bd.html?variant=41950821061']"
R_1675155054_HB_6,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/smiley-legging.html', 'smiley-legging7845.html?variant=12323330129967', 'smiley-legging7fd1.html?variant=12323330031663']"
R_1675167523_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/leona-dress-navy.html', 'leona-dress-navy1e68.html?variant=40116963541039', 'leona-dress-navy4497.html?variant=40116963311663', 'leona-dress-navy2849.html?variant=40116963606575']"
R_1675166680_HB_6,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/mini-chucks-legging.html', 'mini-chucks-legging7217.html?variant=9514356211759', 'mini-chucks-leggingb91d.html?variant=9514355327023']"
R_1675170987_HB_5,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/madras-check-mens-crew.html', 'madras-check-mens-crewc0e8.html?variant=40116878639151']"
R_1675176399_HB_4,"['#', 'collections/womens.html', 'collections/womens-socks.html', 'womens-socks/products/forage-short-crew.html']"
R_1675181953_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sloane-dress-navy.html', 'sloane-dress-navyc4b8.html?variant=40116984873007', 'sloane-dress-navye67e.html?variant=40116984971311', 'sloane-dress-navy9722.html?variant=40116984938543']"
R_1675169963_HB_5,"['#', 'collections/mens.html', 'collections/mens-new-arrivals-1.html', 'mens-new-arrivals-1/products/madras-check-mens-crew.html', 'madras-check-mens-crewc0e8.html?variant=40116878639151']"
R_1675172679_HB_4,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/aperitif-crew.html', 'aperitif-crew55b1.html?variant=40342116728879', 'aperitif-crew943b.html?variant=40342116794415']"
R_1675165155_HB_4,"['#', 'collections/mens.html', 'collections/mens-new-arrivals-1.html', 'mens-new-arrivals-1/products/louie-wool-boot-mens-crew.html']"
R_1675166243_HB_5,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/mini-pounce-crew.html', 'mini-pounce-crew29e5.html?variant=40138913906735']"
R_1675175059_HB_4,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/bemberg-rib-short-crew.html', 'bemberg-rib-short-crewf515.html?variant=31576705302575', 'bemberg-rib-short-crewd0af.html?variant=31576705368111']"
R_1675162821_HB_6,"['#', 'collections/mens.html', 'collections/mens-new-arrivals-1.html', 'mens-new-arrivals-1/products/honeycomb-wool-mens-crew.html', 'honeycomb-wool-mens-crewb1f8.html?variant=40159317393455', 'honeycomb-wool-mens-crew5800.html?variant=40159317164079']"
R_1675173352_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/seltzer-short-crew.html', 'seltzer-short-crew071f.html?variant=40429162496047']"
R_1675154784_HB_4,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/patchwork-chunky-mens-crew.html']"
R_1675177606_HB_4,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/mariposa-sheer-crew.html']"
R_1675157922_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sustainability-rules-short-crew.html', 'sustainability-rules-short-crew6851.html?variant=40775020642351']"
R_1675166960_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sustainability-rules-short-crew.html', 'sustainability-rules-short-crew6851.html?variant=40775020642351']"
R_1675156677_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/trouser-crew.html', 'trouser-crew0b69.html?variant=5790823749', 'trouser-crew86f2.html?variant=30270280073263']"
R_1675171335_HB_5,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/mini-pounce-crew.html', 'mini-pounce-crew29e5.html?variant=40138913906735']"
R_1675169634_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/margaret-dress-poppy.html', 'margaret-dress-poppy22b1.html?variant=40116966621231', 'margaret-dress-poppy882b.html?variant=40116966326319', 'margaret-dress-poppy4a9d.html?variant=40116966785071']"
R_1675166319_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/scout-dress-bloom.html', 'scout-dress-bloom7f69.html?variant=40116983791663', 'scout-dress-bloom4725.html?variant=40116983857199']"
R_1675178101_HB_4,"['#', 'collections/womens.html', 'collections/womens-sale.html', 'womens-sale/products/madras-check-crew.html']"
R_1675163220_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/quinn-top-white.html', 'quinn-top-white2323.html?variant=40116979630127', 'quinn-top-white7780.html?variant=40116979531823']"
R_1675181432_HB_5,"['#', 'collections/mens.html', 'collections/mens-new-arrivals-1.html', 'mens-new-arrivals-1/products/lykke-mens-crew.html', 'lykke-mens-crew7b29.html?variant=32493736362031']"
R_1675160523_HB_5,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/mini-smiley-crew.html', 'mini-smiley-crewda9b.html?variant=12253217620015']"
R_1675158489_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/penny-apron-dress-bloom.html', 'penny-apron-dress-bloome514.html?variant=40116979302447', 'penny-apron-dress-bloom1004.html?variant=40116979171375', 'penny-apron-dress-bloomb1bf.html?variant=40116979335215']"
R_1675156177_HB_5,"['#', 'collections/mens.html', 'collections/mens-sale.html', 'mens-sale/products/lykke-mens-crew.html', 'lykke-mens-crew7b29.html?variant=32493736362031']"
R_1675183747_HB_5,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/mini-modine-crew-1.html', 'mini-modine-crew-1e745.html?variant=32919382458415']"
R_1675176353_HB_6,"['#', 'collections/womens.html', 'collections/womens-tights-and-leggings.html', 'womens-tights-and-leggings/products/cashmere-tight.html', 'cashmere-tightecbc.html?variant=1271666332', 'cashmere-tight2249.html?variant=1271666328']"
R_1675165289_HB_5,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/love-mother-earth-short-crew.html', 'love-mother-earth-short-crewbf37.html?variant=40775007109167']"
R_1675154867_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sustainability-rules-short-crew.html', 'sustainability-rules-short-crew6851.html?variant=40775020642351']"
R_1675169291_HB_5,"['#', 'collections/mens.html', 'collections/mens-sale.html', 'mens-sale/products/madras-check-mens-crew.html', 'madras-check-mens-crewc0e8.html?variant=40116878639151']"
R_1675165595_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/margaret-dress-white.html', 'margaret-dress-whiteb937.html?variant=40116969734191', 'margaret-dress-white2b6e.html?variant=40116969242671', 'margaret-dress-whitee290.html?variant=40116969603119']"
R_1675184484_HB_5,"['#', 'collections/mens.html', 'collections/mens-sale.html', 'mens-sale/products/lykke-mens-crew.html', 'lykke-mens-crew7b29.html?variant=32493736362031']"
R_1675175982_HB_5,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/wiggly-sheer-short-crew.html', 'wiggly-sheer-short-crew810c.html?variant=40342296559663']"
R_1675171059_HB_6,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/mini-dalmatian-crew.html', 'mini-dalmatian-crew2d4e.html?variant=19054882757', 'mini-dalmatian-crew3e77.html?variant=19632431877']"
R_1675168597_HB_6,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/kinu-silk-short-crew.html', 'kinu-silk-short-crew5436.html?variant=31576703696943', 'kinu-silk-short-creweaa3.html?variant=32522482155567', 'kinu-silk-short-crew6ca6.html?variant=31576703631407', 'kinu-silk-short-crew315c.html?variant=32696822890543']"
R_1675162757_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/kinu-silk-short-crew.html', 'kinu-silk-short-creweaa3.html?variant=32522482155567', 'kinu-silk-short-crew315c.html?variant=32696822890543']"
R_1675164671_HB_5,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/mini-modine-legging.html', 'mini-modine-leggingeb03.html?variant=31732307492911']"
R_1675175284_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/trouser-crew.html', 'trouser-crew9cad.html?variant=39404150259759', 'trouser-crew5ad8.html?variant=32695810293807']"
R_1675157400_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/leona-dress-poppy.html', 'leona-dress-poppy4870.html?variant=40116964229167', 'leona-dress-poppye912.html?variant=40116964524079', 'leona-dress-poppyd0f2.html?variant=40116964360239']"
R_1675169997_HB_6,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sweet-tie-dye-crew.html', 'sweet-tie-dye-crew6f6c.html?variant=39390706303023', 'sweet-tie-dye-crew911e.html?variant=39390706335791', 'sweet-tie-dye-crewab46.html?variant=39390705680431', 'sweet-tie-dye-crew5acc.html?variant=39390705909807']"
R_1675165177_HB_6,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/kinu-silk-short-crew.html', 'kinu-silk-short-crew5436.html?variant=31576703696943', 'kinu-silk-short-crew315c.html?variant=32696822890543', 'kinu-silk-short-creweaa3.html?variant=32522482155567', 'kinu-silk-short-crew6ca6.html?variant=31576703631407']"
R_1675165946_HB_6,"['#', 'collections/kids.html', 'collections/kids-new-arrivals.html', 'kids-new-arrivals/products/mini-boulangerie-legging.html', 'mini-boulangerie-legging709a.html?variant=32918016032815', 'mini-boulangerie-legging3490.html?variant=32918016065583']"
R_1675173707_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/ulla-crew.html', 'ulla-crew66d1.html?variant=40353276592175', 'ulla-crew959f.html?variant=40353276198959', 'ulla-crew7894.html?variant=40353276362799']"
R_1675157238_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/cool-to-recycle-short-crew.html', 'cool-to-recycle-short-crew1fcf.html?variant=40775020412975']"
R_1675162427_HB_6,"['#', 'collections/kids.html', 'collections/kids-new-arrivals.html', 'kids-new-arrivals/products/polka-dot-tight.html', 'polka-dot-tight9626.html?variant=1271670256', 'polka-dot-tight7381.html?variant=1271670264']"
R_1675175121_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/rie-crew.html', 'rie-crewb422.html?variant=16993650949', 'rie-crew7626.html?variant=17171194053', 'rie-crew3ff3.html?variant=16331543557']"
R_1675173624_HB_4,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/louie-wool-boot-mens-crew.html']"
R_1675171002_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/leona-dress-poppy.html', 'leona-dress-poppy4870.html?variant=40116964229167', 'leona-dress-poppye912.html?variant=40116964524079']"
R_1675162111_HB_5,"['#', 'collections/mens.html', 'collections/mens-new-arrivals-1.html', 'mens-new-arrivals-1/products/madras-check-mens-crew.html', 'madras-check-mens-crew74fa.html?variant=40116878344239']"
R_1675176371_HB_4,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/argyle-wool-sporty-crew.html', 'argyle-wool-sporty-crewff95.html?variant=40201181593647', 'argyle-wool-sporty-crewdab6.html?variant=40201183264815']"
R_1675155419_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/asha-jumpsuit-bloom.html', 'asha-jumpsuit-bloome3d1.html?variant=40116961378351', 'asha-jumpsuit-bloomb930.html?variant=40116961476655']"
R_1675182689_HB_6,"['#', 'collections/kids.html', 'collections/kids-new-arrivals.html', 'kids-new-arrivals/products/mini-strawberry-crew.html', 'mini-strawberry-crew3444.html?variant=11191164862511', 'mini-strawberry-crew86ac.html?variant=1271672136']"
R_1675173554_HB_4,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/oeuf-legging.html']"
R_1675184854_HB_4,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/mini-sea-knee-hi.html']"
R_1675181476_HB_4,"['#', 'collections/mens.html', 'collections/mens-new-arrivals-1.html', 'mens-new-arrivals-1/products/patchwork-chunky-mens-crew.html']"
R_1675165757_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/leona-dress-navy.html', 'leona-dress-navy2849.html?variant=40116963606575', 'leona-dress-navy1e68.html?variant=40116963541039']"
R_1675162388_HB_6,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/hi-five-knee-hi.html', 'hi-five-knee-hif2ff.html?variant=31732198932527', 'hi-five-knee-hi4060.html?variant=31732198899759']"
R_1675163392_HB_5,"['#', 'collections/mens.html', 'collections/mens-sale.html', 'mens-sale/products/lykke-mens-crew.html', 'lykke-mens-crewf791.html?variant=32493736460335']"
R_1675171587_HB_5,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/lykke-mens-crew.html', 'lykke-mens-crewf791.html?variant=32493736460335']"
R_1675165561_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/margaret-dress-poppy.html', 'margaret-dress-poppy4a9d.html?variant=40116966785071', 'margaret-dress-poppy882b.html?variant=40116966326319']"
R_1675169323_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/leona-dress-navy.html', 'leona-dress-navy2849.html?variant=40116963606575', 'leona-dress-navy4497.html?variant=40116963311663']"
R_1675171971_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/moo-sheer-short-crew.html', 'moo-sheer-short-crew2fd6.html?variant=40342290628655']"
R_1675172621_HB_6,"['#', 'collections/kids.html', 'collections/kids-new-arrivals.html', 'kids-new-arrivals/products/hi-five-knee-hi.html', 'hi-five-knee-hi9951.html?variant=31732198834223', 'hi-five-knee-hi01ba.html?variant=31732198965295']"
R_1675155964_HB_5,"['#', 'collections/mens.html', 'collections/mens-sale.html', 'mens-sale/products/madras-check-mens-crew.html', 'madras-check-mens-crewc0e8.html?variant=40116878639151']"
R_1675182126_HB_6,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/roma-cashmere-rib-mens-crew.html', 'roma-cashmere-rib-mens-crew8af2.html?variant=11246199537711', 'roma-cashmere-rib-mens-crewed17.html?variant=9691808661551']"
